,py,ind
0,-0.10771792382001877,25100.0
1,-0.10769788175821304,25200.0
2,-0.10756439715623856,25300.0
3,-0.1073739305138588,25396.0
4,-0.1071971207857132,25474.0
5,-0.1069994792342186,25595.0
6,-0.10680204629898071,25689.0
7,-0.10661258548498154,25791.0
8,-0.10640599578619003,25886.0
9,-0.1062207967042923,25964.0
10,-0.10603999346494675,26079.0
11,-0.10585013777017593,26173.0
12,-0.10564820468425751,26273.0
13,-0.10543754696846008,26367.0
14,-0.10523031651973724,26453.0
15,-0.105018250644207,26566.0
16,-0.10482073575258255,26659.0
17,-0.1046401858329773,26761.0
18,-0.10446581989526749,26853.0
19,-0.10426996648311615,26954.0
20,-0.1040671318769455,27053.0
21,-0.10384360700845718,27144.0
22,-0.10361617058515549,27245.0
23,-0.10339893400669098,27340.0
24,-0.10318639129400253,27442.0
25,-0.10298614203929901,27539.0
26,-0.10279400646686554,27637.0
27,-0.10259424149990082,27739.0
28,-0.10238299518823624,27833.0
29,-0.10214994847774506,27936.0
30,-0.101924829185009,28015.0
31,-0.10171693563461304,28128.0
32,-0.10150967538356781,28225.0
33,-0.10130824893712997,28327.0
34,-0.10110628604888916,28425.0
35,-0.10090669244527817,28498.0
36,-0.10072368383407593,28620.0
37,-0.10052761435508728,28715.0
38,-0.10034066438674927,28812.0
39,-0.10012926906347275,28912.0
40,-0.09993068128824234,28983.0
41,-0.09973631054162979,29109.0
42,-0.09954372048377991,29206.0
43,-0.0993451178073883,29302.0
44,-0.09915375709533691,29404.0
45,-0.09897640347480774,29493.0
46,-0.09880073368549347,29596.0
47,-0.09863556176424026,29697.0
48,-0.09846730530261993,29792.0
49,-0.09828425198793411,29895.0
50,-0.09809225797653198,29988.0
51,-0.09789466112852097,30089.0
52,-0.09768595546483994,30185.0
53,-0.09750564396381378,30284.0
54,-0.09733489900827408,30384.0
55,-0.09714364260435104,30478.0
56,-0.0969245508313179,30573.0
57,-0.09669312089681625,30675.0
58,-0.0964655801653862,30767.0
59,-0.09626045823097229,30868.0
60,-0.09605535119771957,30963.0
61,-0.09585201740264893,31044.0
62,-0.09564204514026642,31160.0
63,-0.09545262902975082,31256.0
64,-0.09526409208774567,31351.0
65,-0.09508252143859863,31447.0
66,-0.09487871825695038,31527.0
67,-0.09466250240802765,31647.0
68,-0.09445527195930481,31742.0
69,-0.09427927434444427,31845.0
70,-0.09410831332206726,31945.0
71,-0.09393272548913956,32021.0
72,-0.0937485322356224,32145.0
73,-0.09353919327259064,32244.0
74,-0.09335004538297653,32342.0
75,-0.09316843003034592,32433.0
76,-0.09295916557312012,32527.0
77,-0.09275219589471817,32631.0
78,-0.09255283325910568,32731.0
79,-0.0923503190279007,32828.0
80,-0.09216040372848511,32922.0
81,-0.0919845849275589,33019.0
82,-0.09180768579244614,33118.0
83,-0.09159349650144577,33219.0
84,-0.09138664603233337,33319.0
85,-0.0911921039223671,33408.0
86,-0.0909738838672638,33504.0
87,-0.09076143056154251,33587.0
88,-0.09057530760765076,33689.0
89,-0.09039367735385895,33782.0
90,-0.09022088348865509,33868.0
91,-0.09004154056310654,33956.0
92,-0.08984893560409546,34036.0
93,-0.08966010063886642,34154.0
94,-0.08947036415338516,34251.0
95,-0.08928636461496353,34351.0
96,-0.08907728642225266,34450.0
97,-0.08885766565799713,34532.0
98,-0.08864927291870117,34647.0
99,-0.08846351504325867,34748.0
100,-0.08827301114797592,34841.0
101,-0.08807320892810822,34936.0
102,-0.0878889337182045,35015.0
103,-0.08770957589149475,35134.0
104,-0.08750849962234497,35233.0
105,-0.08728226274251938,35328.0
106,-0.0870700553059578,35427.0
107,-0.08686716854572296,35526.0
108,-0.08667110651731491,35627.0
109,-0.0864773839712143,35722.0
110,-0.08630122244358063,35814.0
111,-0.08611023426055908,35912.0
112,-0.08589085191488266,36007.0
113,-0.08566655963659286,36105.0
114,-0.08545027673244476,36200.0
115,-0.08524800091981888,36299.0
116,-0.08502894639968872,36400.0
117,-0.08481603115797043,36499.0
118,-0.08462376147508621,36583.0
119,-0.08442322164773941,36681.0
120,-0.08421735465526581,36767.0
121,-0.08400121331214905,36866.0
122,-0.08377309888601303,36962.0
123,-0.08355861902236938,37038.0
124,-0.08336598426103592,37154.0
125,-0.0831555649638176,37252.0
126,-0.08294181525707245,37348.0
127,-0.08273766934871674,37446.0
128,-0.08252967894077301,37525.0
129,-0.0823042243719101,37637.0
130,-0.08208896219730377,37737.0
131,-0.08187973499298096,37826.0
132,-0.08165712654590607,37924.0
133,-0.08141770213842392,37996.0
134,-0.0812021940946579,38108.0
135,-0.08100880682468414,38204.0
136,-0.08083633333444595,38305.0
137,-0.08064865320920944,38398.0
138,-0.08045010268688202,38493.0
139,-0.08023485541343689,38589.0
140,-0.08002002537250519,38682.0
141,-0.07979003340005875,38779.0
142,-0.07956283539533615,38869.0
143,-0.0793306827545166,38959.0
144,-0.07909686118364334,39046.0
145,-0.07887883484363556,39140.0
146,-0.0786660835146904,39231.0
147,-0.07844837009906769,39311.0
148,-0.07824639976024628,39404.0
149,-0.07805505394935608,39479.0
150,-0.07788360863924026,39590.0
151,-0.07772163301706314,39689.0
152,-0.07754646241664886,39772.0
153,-0.07736455649137497,39870.0
154,-0.07718417048454285,39946.0
155,-0.07701069116592407,40069.0
156,-0.07683032006025314,40156.0
157,-0.07662220299243927,40252.0
158,-0.07642107456922531,40350.0
159,-0.07621347159147263,40428.0
160,-0.07602629065513611,40548.0
161,-0.07584457099437714,40649.0
162,-0.07565958797931671,40732.0
163,-0.07546645402908325,40830.0
164,-0.07526298612356186,40916.0
165,-0.07507027685642242,41024.0
166,-0.07488107681274414,41095.0
167,-0.07468930631875992,41222.0
168,-0.07449693232774734,41323.0
169,-0.07430469244718552,41423.0
170,-0.07412055134773254,41519.0
171,-0.07393953204154968,41615.0
172,-0.07376302033662796,41714.0
173,-0.0735664889216423,41813.0
174,-0.07337100058794022,41907.0
175,-0.07315859943628311,42000.0
176,-0.0729421004652977,42100.0
177,-0.07272161543369293,42201.0
178,-0.0725143700838089,42299.0
179,-0.07232290506362915,42398.0
180,-0.07212357968091965,42477.0
181,-0.07193070650100708,42585.0
182,-0.071741484105587,42683.0
183,-0.07155387848615646,42776.0
184,-0.0713675394654274,42874.0
185,-0.07115979492664337,42953.0
186,-0.07096417248249054,43074.0
187,-0.07079238444566727,43172.0
188,-0.07062376290559769,43273.0
189,-0.07044126093387604,43370.0
190,-0.07022985070943832,43445.0
191,-0.07000862061977386,43567.0
192,-0.06979019939899445,43663.0
193,-0.06957078725099564,43749.0
194,-0.06934317946434021,43838.0
195,-0.06911656260490417,43922.0
196,-0.06888855248689651,44014.0
197,-0.06864642351865768,44103.0
198,-0.06840750575065613,44197.0
199,-0.06818630546331406,44289.0
200,-0.0679912343621254,44379.0
201,-0.06779076904058456,44479.0
202,-0.06755887717008591,44560.0
203,-0.06731599569320679,44644.0
204,-0.06708713620901108,44726.0
205,-0.06686489284038544,44820.0
206,-0.06663113832473755,44909.0
207,-0.06641099601984024,45012.0
208,-0.06618479639291763,45104.0
209,-0.06596396863460541,45201.0
210,-0.0657641738653183,45301.0
211,-0.06556304544210434,45376.0
212,-0.06533884257078171,45489.0
213,-0.06512092053890228,45564.0
214,-0.06491514295339584,45650.0
215,-0.06471536308526993,45742.0
216,-0.06450748443603516,45821.0
217,-0.06430082023143768,45936.0
218,-0.06409265100955963,46026.0
219,-0.06388875842094421,46121.0
220,-0.06368571519851685,46219.0
221,-0.06348121911287308,46291.0
222,-0.06329309940338135,46397.0
223,-0.06312237679958344,46495.0
224,-0.06295587867498398,46586.0
225,-0.06278689205646515,46686.0
226,-0.06260491907596588,46771.0
227,-0.0624244250357151,46865.0
228,-0.06223389878869057,46961.0
229,-0.062059782445430756,47062.0
230,-0.06188155710697174,47161.0
231,-0.061711013317108154,47250.0
232,-0.0615142397582531,47340.0
233,-0.061317406594753265,47447.0
234,-0.06113307550549507,47544.0
235,-0.06094490736722946,47625.0
236,-0.060755837708711624,47721.0
237,-0.06058843061327934,47811.0
238,-0.06042097136378288,47920.0
239,-0.0602395236492157,48020.0
240,-0.0600542351603508,48118.0
241,-0.05986085534095764,48218.0
242,-0.059642497450113297,48294.0
243,-0.059432253241539,48417.0
244,-0.05922643467783928,48517.0
245,-0.059033915400505066,48610.0
246,-0.05883299559354782,48706.0
247,-0.058622024953365326,48781.0
248,-0.058409713208675385,48899.0
249,-0.05819360911846161,48992.0
250,-0.05797559767961502,49085.0
251,-0.05777778849005699,49172.0
252,-0.05758153647184372,49253.0
253,-0.057364322245121,49365.0
254,-0.05714096128940582,49462.0
255,-0.05693713203072548,49563.0
256,-0.05675395950675011,49663.0
257,-0.05656999722123146,49762.0
258,-0.05636720731854439,49860.0
259,-0.05615244060754776,49935.0
260,-0.055967606604099274,50001.0
261,-0.0557999461889267,50068.0
262,-0.05560937523841858,50150.0
263,-0.05541757121682167,50248.0
264,-0.05521733686327934,50344.0
265,-0.055018749088048935,50418.0
266,-0.054807767271995544,50517.0
267,-0.05458706244826317,50601.0
268,-0.054387543350458145,50684.0
269,-0.05420117825269699,50799.0
270,-0.05399518832564354,50899.0
271,-0.053794603794813156,50974.0
272,-0.053602248430252075,51063.0
273,-0.05338449031114578,51143.0
274,-0.05318029224872589,51262.0
275,-0.0529874712228775,51355.0
276,-0.052805736660957336,51455.0
277,-0.05261252075433731,51502.0
278,-0.05239810049533844,51655.0
279,-0.05215998366475105,51752.0
280,-0.051917701959609985,51848.0
281,-0.051680706441402435,51934.0
282,-0.05145198106765747,52010.0
283,-0.05123342201113701,52102.0
284,-0.05103200301527977,52208.0
285,-0.05083329975605011,52307.0
286,-0.05061202868819237,52407.0
287,-0.05039496719837189,52505.0
288,-0.0501709021627903,52602.0
289,-0.04993492737412453,52698.0
290,-0.04970971867442131,52793.0
291,-0.049515631049871445,52882.0
292,-0.049327246844768524,52979.0
293,-0.049139805138111115,53079.0
294,-0.04894046112895012,53176.0
295,-0.04872637614607811,53276.0
296,-0.04852576181292534,53376.0
297,-0.04833581671118736,53477.0
298,-0.04814336448907852,53577.0
299,-0.04794362559914589,53671.0
300,-0.04776225984096527,53773.0
301,-0.04757888987660408,53873.0
302,-0.0473693311214447,53972.0
303,-0.04717027768492699,54071.0
304,-0.047012899070978165,54155.0
305,-0.04681931063532829,54272.0
306,-0.04661289229989052,54373.0
307,-0.04640304669737816,54473.0
308,-0.04620230942964554,54573.0
309,-0.04601017385721207,54651.0
310,-0.045831210911273956,54771.0
311,-0.04567233845591545,54871.0
312,-0.045508306473493576,54972.0
313,-0.0453420914709568,55072.0
314,-0.04517263546586037,55156.0
315,-0.04500667378306389,55252.0
316,-0.04483892768621445,55348.0
317,-0.044646523892879486,55445.0
318,-0.044458258897066116,55538.0
319,-0.04429405555129051,55633.0
320,-0.04412785917520523,55731.0
321,-0.04393719509243965,55826.0
322,-0.04371769353747368,55923.0
323,-0.0435013473033905,56024.0
324,-0.04328848421573639,56121.0
325,-0.04306197911500931,56208.0
326,-0.04283103719353676,56319.0
327,-0.04261801391839981,56418.0
328,-0.04244311526417732,56512.0
329,-0.042264290153980255,56600.0
330,-0.04206322506070137,56681.0
331,-0.04186638444662094,56798.0
332,-0.041674066334962845,56894.0
333,-0.04146450385451317,56994.0
334,-0.04126206412911415,57094.0
335,-0.04107125103473663,57171.0
336,-0.04090094566345215,57288.0
337,-0.04073864966630936,57388.0
338,-0.040554240345954895,57484.0
339,-0.04034796357154846,57577.0
340,-0.04013141617178917,57655.0
341,-0.039904072880744934,57770.0
342,-0.039686959236860275,57859.0
343,-0.03947729617357254,57960.0
344,-0.039264146238565445,58055.0
345,-0.039057228714227676,58141.0
346,-0.03886616230010986,58239.0
347,-0.038669783622026443,58335.0
348,-0.038462694734334946,58435.0
349,-0.03824218362569809,58514.0
350,-0.03802160173654556,58613.0
351,-0.03782115876674652,58714.0
352,-0.037631791085004807,58814.0
353,-0.03741787001490593,58914.0
354,-0.03721672296524048,58992.0
355,-0.037012871354818344,59091.0
356,-0.0368148609995842,59181.0
357,-0.03662414848804474,59283.0
358,-0.03642696887254715,59380.0
359,-0.03622765094041824,59468.0
360,-0.036024145781993866,59558.0
361,-0.035828426480293274,59634.0
362,-0.03563414141535759,59753.0
363,-0.03543287515640259,59853.0
364,-0.03524108603596687,59952.0
365,-0.03505779430270195,60045.0
366,-0.03487750142812729,60116.0
367,-0.034701764583587646,60232.0
368,-0.034503817558288574,60333.0
369,-0.03428005799651146,60428.0
370,-0.03406789153814316,60521.0
371,-0.03389529883861542,60616.0
372,-0.03372897207736969,60721.0
373,-0.03355409950017929,60813.0
374,-0.03336501866579056,60907.0
375,-0.03318466246128082,61007.0
376,-0.032991986721754074,61091.0
377,-0.0328034907579422,61207.0
378,-0.03261168673634529,61305.0
379,-0.03240129351615906,61400.0
380,-0.032202888280153275,61498.0
381,-0.03200562298297882,61583.0
382,-0.031793538480997086,61679.0
383,-0.031608548015356064,61776.0
384,-0.03143138065934181,61869.0
385,-0.03123394027352333,61969.0
386,-0.031037859618663788,62070.0
387,-0.03082979843020439,62166.0
388,-0.030601896345615387,62267.0
389,-0.03039490431547165,62366.0
390,-0.030210204422473907,62467.0
391,-0.03003523498773575,62568.0
392,-0.02983122505247593,62656.0
393,-0.029600020498037338,62767.0
394,-0.029371228069067,62866.0
395,-0.02914714626967907,62967.0
396,-0.028926698490977287,63065.0
397,-0.028728893026709557,63139.0
398,-0.028541233390569687,63254.0
399,-0.028332525864243507,63355.0
400,-0.028123458847403526,63453.0
401,-0.02792290411889553,63549.0
402,-0.02772599644958973,63616.0
403,-0.027533574029803276,63733.0
404,-0.027341505512595177,63826.0
405,-0.02714439295232296,63927.0
406,-0.026922207325696945,64024.0
407,-0.026687361299991608,64105.0
408,-0.026467187330126762,64211.0
409,-0.026248708367347717,64301.0
410,-0.02603273279964924,64400.0
411,-0.025804130360484123,64491.0
412,-0.02556813322007656,64579.0
413,-0.025337565690279007,64679.0
414,-0.025154951959848404,64776.0
415,-0.02496415376663208,64877.0
416,-0.02475706860423088,64971.0
417,-0.024546539410948753,65068.0
418,-0.02436312474310398,65159.0
419,-0.02419179677963257,65261.0
420,-0.023990340530872345,65357.0
421,-0.02378254197537899,65454.0
422,-0.023583753034472466,65552.0
423,-0.02339044213294983,65649.0
424,-0.02319273166358471,65749.0
425,-0.0230058915913105,65846.0
426,-0.022818367928266525,65940.0
427,-0.022604843601584435,66041.0
428,-0.02239157073199749,66125.0
429,-0.022186018526554108,66235.0
430,-0.021961921826004982,66334.0
431,-0.021721281111240387,66429.0
432,-0.02149157039821148,66520.0
433,-0.021275078877806664,66581.0
434,-0.02105848491191864,66699.0
435,-0.02085401862859726,66797.0
436,-0.020662790164351463,66898.0
437,-0.020487859845161438,66997.0
438,-0.020311851054430008,67062.0
439,-0.020118940621614456,67184.0
440,-0.019908489659428596,67277.0
441,-0.019700797274708748,67362.0
442,-0.01950395107269287,67461.0
443,-0.019296415150165558,67551.0
444,-0.019085804000496864,67656.0
445,-0.01884819008409977,67757.0
446,-0.01860986091196537,67856.0
447,-0.01838795095682144,67955.0
448,-0.018186192959547043,68055.0
449,-0.017976494506001472,68151.0
450,-0.017746660858392715,68244.0
451,-0.017507797107100487,68338.0
452,-0.017305178567767143,68437.0
453,-0.017127174884080887,68531.0
454,-0.016930604353547096,68628.0
455,-0.016723334789276123,68716.0
456,-0.016507798805832863,68810.0
457,-0.016292378306388855,68910.0
458,-0.016093242913484573,69010.0
459,-0.015910858288407326,69090.0
460,-0.0156946312636137,69198.0
461,-0.015467141754925251,69293.0
462,-0.015259791165590286,69380.0
463,-0.015059622935950756,69479.0
464,-0.014850657433271408,69566.0
465,-0.014638514257967472,69680.0
466,-0.014431790448725224,69766.0
467,-0.014238770119845867,69846.0
468,-0.014057960361242294,69946.0
469,-0.013864017091691494,70022.0
470,-0.013681537471711636,70138.0
471,-0.013510048389434814,70231.0
472,-0.013340163975954056,70324.0
473,-0.013162578456103802,70424.0
474,-0.012959171086549759,70510.0
475,-0.012752960436046124,70605.0
476,-0.012532703578472137,70701.0
477,-0.012301932089030743,70798.0
478,-0.012090018019080162,70891.0
479,-0.01187133975327015,70989.0
480,-0.01164961140602827,71081.0
481,-0.011434238404035568,71183.0
482,-0.01122521236538887,71277.0
483,-0.011025238782167435,71371.0
484,-0.01083281822502613,71471.0
485,-0.010626294650137424,71562.0
486,-0.010433115996420383,71668.0
487,-0.01024546381086111,71768.0
488,-0.010052005760371685,71869.0
489,-0.009846382774412632,71970.0
490,-0.00962353777140379,72051.0
491,-0.009401059709489346,72170.0
492,-0.009202860295772552,72265.0
493,-0.008987082168459892,72364.0
494,-0.00878003891557455,72457.0
495,-0.00857620406895876,72538.0
496,-0.008362351916730404,72653.0
497,-0.008141247555613518,72750.0
498,-0.007929045706987381,72847.0
499,-0.007709472440183163,72945.0
500,-0.007489637937396765,73025.0
501,-0.007284238003194332,73137.0
502,-0.007079410832375288,73235.0
503,-0.006864725146442652,73335.0
504,-0.0066583664156496525,73427.0
505,-0.006449628621339798,73527.0
506,-0.006226032972335815,73616.0
507,-0.006014973856508732,73709.0
508,-0.005799192935228348,73804.0
509,-0.005592322442680597,73903.0
510,-0.005382563918828964,73999.0
511,-0.005181330256164074,74099.0
512,-0.004986868239939213,74199.0
513,-0.00478257704526186,74298.0
514,-0.004570008721202612,74388.0
515,-0.0043684630654752254,74480.0
516,-0.004159243311733007,74569.0
517,-0.003944431431591511,74675.0
518,-0.003741961671039462,74773.0
519,-0.003547046100720763,74865.0
520,-0.003376681124791503,74959.0
521,-0.003199321683496237,75037.0
522,-0.0030044293962419033,75152.0
523,-0.002810604404658079,75251.0
524,-0.002654406940564513,75340.0
525,-0.0024903176818042994,75439.0
526,-0.0023055365309119225,75517.0
527,-0.002136294264346361,75634.0
528,-0.0019669579342007637,75728.0
529,-0.001766677014529705,75829.0
530,-0.0015399964759126306,75929.0
531,-0.0013073172885924578,76016.0
532,-0.0010780345182865858,76129.0
533,-0.0008591496152803302,76230.0
534,-0.0006416578544303775,76329.0
535,-0.00043814783566631377,76429.0
536,-0.00023430689179804176,76527.0
537,-2.3408234483213164e-05,76626.0
538,0.00016782197053544223,76717.0
539,0.00033188550150953233,76805.0
540,0.0005088354228064418,76899.0
541,0.0007158420048654079,76998.0
542,0.000906412024050951,77087.0
543,0.0010837932350113988,77186.0
544,0.0012712213210761547,77277.0
545,0.00148243666626513,77379.0
546,0.00169354397803545,77471.0
547,0.001917328336276114,77558.0
548,0.002146759070456028,77669.0
549,0.002353094518184662,77770.0
550,0.002533507067710161,77869.0
551,0.0027354524936527014,77969.0
552,0.0029595845844596624,78043.0
553,0.0031611970625817776,78164.0
554,0.0033532551024109125,78256.0
555,0.003546373685821891,78350.0
556,0.003752494230866432,78446.0
557,0.003956334665417671,78518.0
558,0.004166749306023121,78639.0
559,0.004362095613032579,78742.0
560,0.0045688943937420845,78841.0
561,0.004789814818650484,78937.0
562,0.005000406410545111,79021.0
563,0.005201924126595259,79129.0
564,0.005395537242293358,79223.0
565,0.005583608523011208,79315.0
566,0.005782244261354208,79399.0
567,0.005995579995214939,79498.0
568,0.006193293258547783,79592.0
569,0.006380419246852398,79688.0
570,0.006575499661266804,79779.0
571,0.006760205142199993,79873.0
572,0.006941274274140596,79955.0
573,0.007125972304493189,80050.0
574,0.007303423248231411,80148.0
575,0.007491255644708872,80248.0
576,0.007694304455071688,80335.0
577,0.007911313325166702,80437.0
578,0.008117351680994034,80521.0
579,0.008332300931215286,80631.0
580,0.008543585427105427,80725.0
581,0.008761856704950333,80814.0
582,0.00897873193025589,80916.0
583,0.009203007444739342,80993.0
584,0.00943266972899437,81110.0
585,0.009661134332418442,81208.0
586,0.009875703603029251,81304.0
587,0.010076074860990047,81400.0
588,0.01027880422770977,81477.0
589,0.010493777692317963,81597.0
590,0.010715228505432606,81696.0
591,0.010927755385637283,81783.0
592,0.01113971322774887,81881.0
593,0.011345330625772476,81970.0
594,0.01154053583741188,82072.0
595,0.011758166365325451,82160.0
596,0.011970272287726402,82255.0
597,0.012163778766989708,82352.0
598,0.012388836592435837,82454.0
599,0.012642926536500454,82549.0
600,0.012884201481938362,82643.0
601,0.013116142712533474,82730.0
602,0.013325701467692852,82830.0
603,0.01351301558315754,82931.0
604,0.013698352500796318,83025.0
605,0.013878841884434223,83125.0
606,0.014057250693440437,83226.0
607,0.014230595901608467,83317.0
608,0.014431426301598549,83418.0
609,0.01464576181024313,83506.0
610,0.014858508482575417,83613.0
611,0.015048542991280556,83712.0
612,0.015221349895000458,83805.0
613,0.01540978904813528,83907.0
614,0.0156053202226758,83989.0
615,0.015792399644851685,84102.0
616,0.015961049124598503,84201.0
617,0.01613233983516693,84294.0
618,0.016308866441249847,84395.0
619,0.01649286225438118,84477.0
620,0.016672486439347267,84589.0
621,0.016840724274516106,84686.0
622,0.017023222520947456,84779.0
623,0.017219286412000656,84878.0
624,0.01740376278758049,84974.0
625,0.017579631879925728,85065.0
626,0.017749613150954247,85165.0
627,0.017928756773471832,85257.0
628,0.018147824332118034,85356.0
629,0.018380817025899887,85453.0
630,0.01860601082444191,85551.0
631,0.01881319470703602,85647.0
632,0.01899700053036213,85739.0
633,0.019164931029081345,85838.0
634,0.019340626895427704,85931.0
635,0.019541820511221886,86009.0
636,0.019750190898776054,86122.0
637,0.01994076743721962,86212.0
638,0.020126139745116234,86309.0
639,0.020333848893642426,86394.0
640,0.020553136244416237,86458.0
641,0.020747922360897064,86581.0
642,0.020929986611008644,86663.0
643,0.021116239950060844,86762.0
644,0.02130891941487789,86862.0
645,0.021512551233172417,86928.0
646,0.02169485203921795,87048.0
647,0.021861353889107704,87142.0
648,0.022057315334677696,87239.0
649,0.02224239706993103,87340.0
650,0.022417008876800537,87423.0
651,0.02260586805641651,87536.0
652,0.022811487317085266,87636.0
653,0.02303135395050049,87730.0
654,0.023264208808541298,87830.0
655,0.023492377251386642,87921.0
656,0.023719491437077522,88020.0
657,0.02394072338938713,88115.0
658,0.024150079116225243,88210.0
659,0.02437661401927471,88304.0
660,0.02460562437772751,88390.0
661,0.024819787591695786,88489.0
662,0.025019826367497444,88586.0
663,0.025205617770552635,88678.0
664,0.025390177965164185,88744.0
665,0.025586647912859917,88872.0
666,0.025797966867685318,88960.0
667,0.02601923793554306,89075.0
668,0.026218609884381294,89163.0
669,0.026417089626193047,89257.0
670,0.02660396322607994,89351.0
671,0.026803545653820038,89425.0
672,0.027015328407287598,89545.0
673,0.027199020609259605,89641.0
674,0.027366213500499725,89740.0
675,0.027554433792829514,89829.0
676,0.027773121371865273,89901.0
677,0.02799132838845253,90026.0
678,0.02818143181502819,90118.0
679,0.028373539447784424,90217.0
680,0.02857084758579731,90313.0
681,0.028754139319062233,90399.0
682,0.028942203149199486,90502.0
683,0.02915338985621929,90595.0
684,0.02933773770928383,90689.0
685,0.02951640449464321,90770.0
686,0.029724759981036186,90864.0
687,0.029939258471131325,90966.0
688,0.030128566548228264,91056.0
689,0.030310994014143944,91158.0
690,0.030492570251226425,91253.0
691,0.03068547509610653,91345.0
692,0.030869532376527786,91440.0
693,0.031053215265274048,91537.0
694,0.031231708824634552,91637.0
695,0.03140753135085106,91734.0
696,0.031598735600709915,91829.0
697,0.0318172313272953,91913.0
698,0.03203940764069557,92025.0
699,0.032247159630060196,92121.0
700,0.03244730457663536,92221.0
701,0.032664425671100616,92314.0
702,0.03287374600768089,92395.0
703,0.033078718930482864,92505.0
704,0.03327658399939537,92599.0
705,0.03345388546586037,92697.0
706,0.033646006137132645,92793.0
707,0.033867981284856796,92873.0
708,0.034069184213876724,92991.0
709,0.03426321595907211,93086.0
710,0.03444823995232582,93183.0
711,0.03462427482008934,93272.0
712,0.0348026305437088,93371.0
713,0.03498807176947594,93467.0
714,0.03518196940422058,93562.0
715,0.03538431227207184,93663.0
716,0.03558078035712242,93756.0
717,0.03578419238328934,93856.0
718,0.03600917011499405,93956.0
719,0.036232057958841324,94047.0
720,0.03641995042562485,94140.0
721,0.036602117121219635,94235.0
722,0.036794524639844894,94333.0
723,0.036970607936382294,94422.0
724,0.03715360164642334,94521.0
725,0.03734007850289345,94616.0
726,0.0375506617128849,94691.0
727,0.0377701073884964,94788.0
728,0.037969887256622314,94868.0
729,0.038162145763635635,94979.0
730,0.03837177902460098,95075.0
731,0.038562338799238205,95168.0
732,0.03874485194683075,95262.0
733,0.03895297273993492,95345.0
734,0.039172444492578506,95463.0
735,0.039384838193655014,95565.0
736,0.03959186375141144,95657.0
737,0.039775118231773376,95750.0
738,0.03995406627655029,95837.0
739,0.04013196378946304,95945.0
740,0.0403018482029438,96041.0
741,0.04047605022788048,96136.0
742,0.040656913071870804,96231.0
743,0.0408548079431057,96324.0
744,0.04105861112475395,96426.0
745,0.04125947132706642,96513.0
746,0.0414738729596138,96607.0
747,0.04169730097055435,96706.0
748,0.041919976472854614,96797.0
749,0.042101096361875534,96893.0
750,0.04226934164762497,96993.0
751,0.04247364029288292,97087.0
752,0.04267479106783867,97190.0
753,0.04288368672132492,97285.0
754,0.04308179393410683,97374.0
755,0.04326198250055313,97481.0
756,0.043480269610881805,97573.0
757,0.043719809502363205,97673.0
758,0.04393205791711807,97757.0
